Codice|CAM|Tipologia / Famiglia|Capitolo|Voce|Articolo|Unità di misura|Prezzo senza S. G.|Prezzo|Utili di impresa|Spese generali|Di cui oneri di sicurezza afferenti l'impresa|Di cui oneri di sicurezza afferenti l'impresa %|Incidenza Manodopera indiretta sul totale|Manodopera|Incidenza Manodopera diretta sul totale|Manodopera|Incidenza Oneri di sicurezza sul totale|Scostamento % senza S. G.2025|Scostamento % su anno 2025
"CAM26_MT.C9.001.019"|""|"MATERIALI"|"Impianti antincendio"|"Impianti antincendio"|"Cassetta esterna per idranti con rubinetto UNI 70 e manichetta da 25 m"|"cad"|"239.28667"|"307.96194"|"27.99654"|"40.67873"||"0,00"||""||""||""|""
"CAM26_MT.C9.001.020"|""|"MATERIALI"|"Impianti antincendio"|"Impianti antincendio"|"Cassetta esterna per idranti con rubinetto UNI 70 e manichetta da 30 m"|"cad"|"260.07543"|"334.71708"|"30.42883"|"44.21282"||"0,00"||""||""||""|""
"CAM26_MT.C9.001.021"|""|"MATERIALI"|"Impianti antincendio"|"Impianti antincendio"|"Cassetta da incasso per idranti UNI 45 e manichetta da 15 m"|"cad"|"104.25225"|"134.17264"|"12.19751"|"17.72288"||"0,00"||""||""||""|""
"CAM26_MT.C9.001.022"|""|"MATERIALI"|"Impianti antincendio"|"Impianti antincendio"|"Cassetta da incasso per idranti UNI 45 e manichetta da 20 m"|"cad"|"118.78588"|"152.87743"|"13.89795"|"20.19360"||"0,00"||""||""||""|""
"CAM26_MT.C9.001.023"|""|"MATERIALI"|"Impianti antincendio"|"Impianti antincendio"|"Cassetta da incasso per idranti UNI 45 e manichetta da 25 m"|"cad"|"138.89607"|"178.75924"|"16.25084"|"23.61233"||"0,00"||""||""||""|""
"CAM26_MT.C9.001.024"|""|"MATERIALI"|"Impianti antincendio"|"Impianti antincendio"|"Cassetta da incasso per idranti UNI 45 e manichetta da 30 m"|"cad"|"156.39071"|"201.27484"|"18.29771"|"26.58642"||"0,00"||""||""||""|""
"CAM26_MT.C9.001.025"|""|"MATERIALI"|"Impianti antincendio"|"Impianti antincendio"|"Cassetta da incasso per idranti UNI 70 e manichetta da 20 m"|"cad"|"188.53001"|"242.63812"|"22.05801"|"32.05010"||"0,00"||""||""||""|""
"CAM26_MT.C9.001.026"|""|"MATERIALI"|"Impianti antincendio"|"Impianti antincendio"|"Cassetta da incasso per idranti UNI 70 e manichetta da 25 m"|"cad"|"230.90948"|"297.18050"|"27.01641"|"39.25461"||"0,00"||""||""||""|""
"CAM26_MT.C9.001.027"|""|"MATERIALI"|"Impianti antincendio"|"Impianti antincendio"|"Cassetta da incasso per idranti UNI 70 e manichetta da 30 m"|"cad"|"250.95799"|"322.98294"|"29.36209"|"42.66286"||"0,00"||""||""||""|""
"CAM26_MT.C9.001.028"|""|"MATERIALI"|"Impianti antincendio"|"Impianti antincendio"|"Cassetta da interno da incasso per idranti di colore rosso RAL 3000 UNI 70"|"cad"|"116.17032"|"149.51120"|"13.59193"|"19.74895"||"0,00"||""||""||""|""
"CAM26_MT.C9.001.029"|""|"MATERIALI"|"Impianti antincendio"|"Impianti antincendio"|"Cassetta da interno da incasso per idranti di colore rosso RAL 3000 UNI 45"|"cad"|"107.31196"|"138.11049"|"12.55550"|"18.24303"||"0,00"||""||""||""|""
"CAM26_MT.C9.001.030"|""|"MATERIALI"|"Impianti antincendio"|"Impianti antincendio"|"Estintore a polvere da 1 kg classe 21BC"|"cad"|"28.75882"|"37.01260"|"3.36478"|"4.88900"||"0,00"||""||""||""|""
"CAM26_MT.C9.001.031"|""|"MATERIALI"|"Impianti antincendio"|"Impianti antincendio"|"Estintore a polvere da 1 kg classe 3A 13BC"|"cad"|"28.91920"|"37.21901"|"3.38355"|"4.91626"||"0,00"||""||""||""|""
"CAM26_MT.C9.001.032"|""|"MATERIALI"|"Impianti antincendio"|"Impianti antincendio"|"Estintore a polvere da 2 kg classe 21BC"|"cad"|"36.37108"|"46.80958"|"4.25542"|"6.18308"||"0,00"||""||""||""|""
"CAM26_MT.C9.001.033"|""|"MATERIALI"|"Impianti antincendio"|"Impianti antincendio"|"Estintore a polvere da 2 kg classe 5A 21BC"|"cad"|"36.80289"|"47.36532"|"4.30594"|"6.25649"||"0,00"||""||""||""|""
"CAM26_MT.C9.001.034"|""|"MATERIALI"|"Impianti antincendio"|"Impianti antincendio"|"Estintore a polvere da 4 kg classe 8A 55BC"|"cad"|"50.15212"|"64.54578"|"5.86780"|"8.52586"||"0,00"||""||""||""|""
"CAM26_MT.C9.001.035"|""|"MATERIALI"|"Impianti antincendio"|"Impianti antincendio"|"Estintore a polvere da 6 kg classe 113BC"|"cad"|"53.76702"|"69.19815"|"6.29074"|"9.14039"||"0,00"||""||""||""|""
"CAM26_MT.C9.001.036"|""|"MATERIALI"|"Impianti antincendio"|"Impianti antincendio"|"Estintore a polvere da 6 kg classe 89BC"|"cad"|"50.00407"|"64.35524"|"5.85048"|"8.50069"||"0,00"||""||""||""|""
"CAM26_MT.C9.001.037"|""|"MATERIALI"|"Impianti antincendio"|"Impianti antincendio"|"Estintore a polvere da 6 kg classe 21A 113BC"|"cad"|"56.08648"|"72.18330"|"6.56212"|"9.53470"||"0,00"||""||""||""|""
"CAM26_MT.C9.001.038"|""|"MATERIALI"|"Impianti antincendio"|"Impianti antincendio"|"Estintore a polvere da 6 kg classe 13A 89BC"|"cad"|"49.67095"|"63.92651"|"5.81150"|"8.44406"||"0,00"||""||""||""|""
"CAM26_MT.C9.001.039"|""|"MATERIALI"|"Impianti antincendio"|"Impianti antincendio"|"Estintore a polvere da 6 kg classe 34A 233BC"|"cad"|"51.80535"|"66.67349"|"6.06123"|"8.80691"||"0,00"||""||""||""|""
"CAM26_MT.C9.001.040"|""|"MATERIALI"|"Impianti antincendio"|"Impianti antincendio"|"Estintore a polvere da 9 kg classe 144BC"|"cad"|"64.50068"|"83.01238"|"7.54658"|"10.96512"||"0,00"||""||""||""|""
"CAM26_MT.C9.001.041"|""|"MATERIALI"|"Impianti antincendio"|"Impianti antincendio"|"Estintore a polvere da 9 kg classe 34A 144BC"|"cad"|"67.46169"|"86.82320"|"7.89302"|"11.46849"||"0,00"||""||""||""|""
"CAM26_MT.C9.001.042"|""|"MATERIALI"|"Impianti antincendio"|"Impianti antincendio"|"Estintore a polvere da 9 kg classe 34A 233BC"|"cad"|"65.31496"|"84.06035"|"7.64185"|"11.10354"||"0,00"||""||""||""|""
"CAM26_MT.C9.001.043"|""|"MATERIALI"|"Impianti antincendio"|"Impianti antincendio"|"Estintore a polvere da 9 kg classe 55A 233BC"|"cad"|"71.87281"|"92.50031"|"8.40912"|"12.21838"||"0,00"||""||""||""|""
"CAM26_MT.C9.001.044"|""|"MATERIALI"|"Impianti antincendio"|"Impianti antincendio"|"Estintore a polvere da 12 kg classe 183BC"|"cad"|"71.63178"|"92.19010"|"8.38092"|"12.17740"||"0,00"||""||""||""|""
"CAM26_MT.C9.001.045"|""|"MATERIALI"|"Impianti antincendio"|"Impianti antincendio"|"Estintore a polvere da 12 kg classe 43 A 183BC"|"cad"|"74.40773"|"95.76274"|"8.70570"|"12.64931"||"0,00"||""||""||""|""
"CAM26_MT.C9.001.046"|""|"MATERIALI"|"Impianti antincendio"|"Impianti antincendio"|"Estintore a schiuma da 9 kg classe 8A 89B"|"cad"|"82.62453"|"106.33777"|"9.66707"|"14.04617"||"0,00"||""||""||""|""
"CAM26_MT.C9.001.047"|""|"MATERIALI"|"Impianti antincendio"|"Impianti antincendio"|"Cassetta da interno da incasso per idranti di colore rosso RALL 3000 UNI 45"|"cad"|"107.31196"|"138.11049"|"12.55550"|"18.24303"||"0,00"||""||""||""|""
"CAM26_MT.C9.001.048"|""|"MATERIALI"|"Impianti antincendio"|"Impianti antincendio"|"Tessuto in fibre di vetro in rotoli altezza cm 40"|"cad"|"6.46487"|"8.32029"|"0.75639"|"1.09903"||"0,00"||""||""||""|""
"CAM26_MT.C9.001.049"|""|"MATERIALI"|"Impianti antincendio"|"Impianti antincendio"|"Bitume grezzo per protezione di tubazione"|"kg"|"9.29017"|"11.95645"|"1.08695"|"1.57933"||"0,00"||""||""||""|""
"CAM26_MT.C9.001.050"|""|"MATERIALI"|"Impianti antincendio"|"Impianti antincendio"|"Idrante sottosuolo DN 50  1  UNI  45"|"cad"|"203.17468"|"261.48582"|"23.77144"|"34.53970"||"0,00"||""||""||""|""
"CAM26_MT.C9.001.051"|""|"MATERIALI"|"Impianti antincendio"|"Impianti antincendio"|"Tessuto in fibre di vetro in rotoli altezza cm 40"|"kg"|"6.46487"|"8.32029"|"0.75639"|"1.09903"||"0,00"||""||""||""|""
"CAM26_MT.C9.001.052"|""|"MATERIALI"|"Impianti antincendio"|"Impianti antincendio"|"Curva a saldare a 90° ø 60,3 mm spessore 2,90 mm"|"cad"|"2.36881"|"3.04866"|"0.27715"|"0.40270"||"0,00"||""||""||""|""
"CAM26_MT.C9.001.053"|""|"MATERIALI"|"Impianti antincendio"|"Impianti antincendio"|"Bitume grezzo per protezione di tubazione"|"cad"|"9.29017"|"11.95645"|"1.08695"|"1.57933"||"0,00"||""||""||""|""
"CAM26_MT.C9.001.054"|""|"MATERIALI"|"Impianti antincendio"|"Impianti antincendio"|"Idrante sottosuolo DN 70 1 UNI 70"|"cad"|"262.90073"|"338.35324"|"30.75939"|"44.69312"||"0,00"||""||""||""|""
"CAM26_MT.C9.001.055"|""|"MATERIALI"|"Impianti antincendio"|"Impianti antincendio"|"Cassetta da interno da incasso per idranti di colore rosso RALL 3000 UNI 70"|"cad"|"116.17032"|"149.51120"|"13.59193"|"19.74895"||"0,00"||""||""||""|""
"CAM26_MT.C9.001.056"|""|"MATERIALI"|"Impianti antincendio"|"Impianti antincendio"|"Naspo DN25 completo di accessori e lancia da 20 m"|"cad"|"170.75353"|"219.75979"|"19.97816"|"29.02810"||"0,00"||""||""||""|""
"CAM26_MT.C9.001.057"|""|"MATERIALI"|"Impianti antincendio"|"Impianti antincendio"|"Naspo DN25 completo di accessori e lancia da 25 m"|"cad"|"183.98092"|"236.78345"|"21.52577"|"31.27676"||"0,00"||""||""||""|""
"CAM26_MT.C9.001.058"|""|"MATERIALI"|"Impianti antincendio"|"Impianti antincendio"|"Naspo DN25 completo di accessori e lancia da  30 m"|"cad"|"197.20831"|"253.80709"|"23.07337"|"33.52541"||"0,00"||""||""||""|""
"CAM26_MT.C9.001.059"|""|"MATERIALI"|"Impianti antincendio"|"Impianti antincendio"|"Stazione di controllo a pressione costante DN100"|"cad"|"2310.22318"|"2973.25723"|"270.29611"|"392.73794"||"0,00"||""||""||""|""
"CAM26_MT.C9.001.060"|""|"MATERIALI"|"Impianti antincendio"|"Impianti antincendio"|"Stazione di controllo a pressione costante DN150"|"cad"|"2782.08013"|"3580.53713"|"325.50338"|"472.95362"||"0,00"||""||""||""|""
"CAM26_MT.C9.001.061"|""|"MATERIALI"|"Impianti antincendio"|"Impianti antincendio"|"Stazione di controllo a pressione costante DN200"|"cad"|"3650.75868"|"4698.52643"|"427.13877"|"620.62898"||"0,00"||""||""||""|""
"CAM26_MT.C9.001.062"|""|"MATERIALI"|"Impianti antincendio"|"Impianti antincendio"|"Stazione di controllo a pressione variabile DN100"|"cad"|"2310.22318"|"2973.25723"|"270.29611"|"392.73794"||"0,00"||""||""||""|""
"CAM26_MT.C9.001.063"|""|"MATERIALI"|"Impianti antincendio"|"Impianti antincendio"|"Stazione di controllo a pressione variabile DN150"|"cad"|"2782.08013"|"3580.53713"|"325.50338"|"472.95362"||"0,00"||""||""||""|""
"CAM26_MT.C9.001.064"|""|"MATERIALI"|"Impianti antincendio"|"Impianti antincendio"|"Stazione di controllo a pressione variabile DN200"|"cad"|"3650.75868"|"4698.52643"|"427.13877"|"620.62898"||"0,00"||""||""||""|""
"CAM26_MT.C9.001.065"|""|"MATERIALI"|"Impianti antincendio"|"Impianti antincendio"|"Stazione di controllo per impianti a secco DN80"|"cad"|"3773.41262"|"4856.38205"|"441.48928"|"641.48015"||"0,00"||""||""||""|""
"CAM26_MT.C9.001.066"|""|"MATERIALI"|"Impianti antincendio"|"Impianti antincendio"|"Stazione di controllo per impianti a secco DN100"|"cad"|"4549.73996"|"5855.51533"|"532.31958"|"773.45579"||"0,00"||""||""||""|""
"CAM26_MT.C9.001.067"|""|"MATERIALI"|"Impianti antincendio"|"Impianti antincendio"|"Stazione di controllo per impianti a secco DN150"|"cad"|"6809.45858"|"8763.77319"|"796.70665"|"1157.60796"||"0,00"||""||""||""|""
"CAM26_MT.C9.001.068"|""|"MATERIALI"|"Impianti antincendio"|"Impianti antincendio"|"Stazione di controllo per impianti a diluvio DN40"|"cad"|"2846.29308"|"3663.17919"|"333.01629"|"483.86982"||"0,00"||""||""||""|""
"CAM26_MT.C9.001.069"|""|"MATERIALI"|"Impianti antincendio"|"Impianti antincendio"|"Stazione di controllo per impianti a diluvio DN50"|"cad"|"2893.19018"|"3723.53576"|"338.50325"|"491.84233"||"0,00"||""||""||""|""
"CAM26_MT.C9.001.070"|""|"MATERIALI"|"Impianti antincendio"|"Impianti antincendio"|"Stazione di controllo per impianti a diluvio DN80"|"cad"|"3174.57276"|"4085.67514"|"371.42501"|"539.67737"||"0,00"||""||""||""|""
"CAM26_MT.C9.001.071"|""|"MATERIALI"|"Impianti antincendio"|"Impianti antincendio"|"Stazione di controllo per impianti a diluvio DN100"|"cad"|"3445.85443"|"4434.81465"|"403.16497"|"585.79525"||"0,00"||""||""||""|""
"CAM26_MT.C9.001.072"|""|"MATERIALI"|"Impianti antincendio"|"Impianti antincendio"|"Stazione di controllo per impianti a diluvio DN150"|"cad"|"4513.66527"|"5809.08721"|"528.09884"|"767.32310"||"0,00"||""||""||""|""
"CAM26_MT.C9.001.073"|""|"MATERIALI"|"Impianti antincendio"|"Impianti antincendio"|"Stazione di controllo per impianti a diluvio accessorio: pannello di controllo"|"cad"|"5923.46418"|"7623.49840"|"693.04531"|"1006.98891"||"0,00"||""||""||""|""
"CAM26_MT.C9.001.074"|""|"MATERIALI"|"Impianti antincendio"|"Impianti antincendio"|"Stazione di controllo per impianti a diluvio a pre-allarme DN80"|"cad"|"3098.81591"|"3988.17607"|"362.56146"|"526.79870"||"0,00"||""||""||""|""
"CAM26_MT.C9.001.075"|""|"MATERIALI"|"Impianti antincendio"|"Impianti antincendio"|"Stazione di controllo per impianti a diluvio a pre-allarme DN100"|"cad"|"3445.85443"|"4434.81465"|"403.16497"|"585.79525"||"0,00"||""||""||""|""
"CAM26_MT.C9.001.076"|""|"MATERIALI"|"Impianti antincendio"|"Impianti antincendio"|"Stazione di controllo per impianti a diluvio a pre-allarme DN150"|"cad"|"4401.11224"|"5664.23145"|"514.93013"|"748.18908"||"0,00"||""||""||""|""
"CAM26_MT.C9.001.077"|""|"MATERIALI"|"Impianti antincendio"|"Impianti antincendio"|"Stazione di controllo per impianti a diluvio a pre-allarme DN200"|"cad"|"5822.45504"|"7493.49964"|"681.22724"|"989.81736"||"0,00"||""||""||""|""
"CAM26_MT.C9.001.078"|""|"MATERIALI"|"Impianti antincendio"|"Impianti antincendio"|"Ugelli sprinkler  - tipo in alto o in basso finitura ottone da 1/2'' - K=80"|"cad"|"4.17023"|"5.36709"|"0.48792"|"0.70894"||"0,00"||""||""||""|""
"CAM26_MT.C9.001.079"|""|"MATERIALI"|"Impianti antincendio"|"Impianti antincendio"|"Ugelli sprinkler - tipo in alto o in basso finitura ottone da 3/4'' - K=115"|"cad"|"7.63340"|"9.82419"|"0.89311"|"1.29768"||"0,00"||""||""||""|""
"CAM26_MT.C9.001.080"|""|"MATERIALI"|"Impianti antincendio"|"Impianti antincendio"|"Ugelli sprinkler - tipo laterale finitura ottone da 1/2'' - K=80"|"cad"|"9.65359"|"12.42417"|"1.12947"|"1.64111"||"0,00"||""||""||""|""
"CAM26_MT.C9.001.081"|""|"MATERIALI"|"Impianti antincendio"|"Impianti antincendio"|"Ugelli sprinkler - tipo laterale finitura ottone da 3/4'' - K=115"|"cad"|"13.43421"|"17.28983"|"1.57180"|"2.28382"||"0,00"||""||""||""|""
"CAM26_MT.C9.001.082"|""|"MATERIALI"|"Impianti antincendio"|"Impianti antincendio"|"Indicatore di flusso a ritardo regolabile per tubazioni fino a DN80"|"cad"|"235.20698"|"302.71139"|"27.51922"|"39.98519"||"0,00"||""||""||""|""
"CAM26_MT.C9.001.083"|""|"MATERIALI"|"Impianti antincendio"|"Impianti antincendio"|"Indicatore di flusso a ritardo regolabile per tubazioni oltre DN80 fino a DN200"|"cad"|"235.20698"|"302.71139"|"27.51922"|"39.98519"||"0,00"||""||""||""|""
"CAM26_MT.C9.001.084"|""|"MATERIALI"|"Impianti antincendio"|"Impianti antincendio"|"Indicatore di flusso a ritardo regolabile per tubazioni oltre DN200"|"cad"|"235.20698"|"302.71139"|"27.51922"|"39.98519"||"0,00"||""||""||""|""
"CAM26_MT.C9.001.085"|""|"MATERIALI"|"Impianti antincendio"|"Impianti antincendio"|"Pressostato d'allarme regolabile a 1 contatto"|"kg"|"137.80532"|"177.35544"|"16.12322"|"23.42690"||"0,00"||""||""||""|""
"CAM26_MT.C9.001.086"|""|"MATERIALI"|"Impianti antincendio"|"Impianti antincendio"|"Pressostato d'allarme regolabile a 2 contatti"|"cad"|"164.50059"|"211.71226"|"19.24657"|"27.96510"||"0,00"||""||""||""|""
"CAM26_MT.C9.001.087"|""|"MATERIALI"|"Impianti antincendio"|"Impianti antincendio"|"Valvola di scarico automatico per sistema a secco da 3/4''"|"cad"|"50.50457"|"64.99939"|"5.90904"|"8.58578"||"0,00"||""||""||""|""
"CAM26_MT.C9.001.088"|""|"MATERIALI"|"Impianti antincendio"|"Impianti antincendio"|"Dispositivo di prova impianto da 1'' con valvola di sicurezza"|"cad"|"202.01827"|"259.99752"|"23.63614"|"34.34311"||"0,00"||""||""||""|""
"CAM26_MT.C9.001.089"|""|"MATERIALI"|"Impianti antincendio"|"Impianti antincendio"|"Micro-interruttore per saracinesche"|"cad"|"170.27254"|"219.14076"|"19.92189"|"28.94633"||"0,00"||""||""||""|""
"CAM26_MT.C9.001.090"|""|"MATERIALI"|"Impianti antincendio"|"Impianti antincendio"|"Indicatore di posizione per saracinesche"|"cad"|"764.78344"|"984.27628"|"89.47966"|"130.01318"||"0,00"||""||""||""|""
"CAM26_MT.C9.001.091"|""|"MATERIALI"|"Impianti antincendio"|"Impianti antincendio"|"Rosetta per ugello in acciaio verniciato diametro 70÷100 mm"|"cad"|"2.52523"|"3.24997"|"0.29545"|"0.42929"||"0,00"||""||""||""|""
"CAM26_MT.C9.001.092"|""|"MATERIALI"|"Impianti antincendio"|"Impianti antincendio"|"Rosetta per ugello in acciaio inox diametro 70÷100 mm"|"cad"|"5.41120"|"6.96421"|"0.63311"|"0.91990"||"0,00"||""||""||""|""
"CAM26_MT.C9.001.093"|""|"MATERIALI"|"Impianti antincendio"|"Impianti antincendio"|"Chiave per montaggio ugello"|"cad"|"24.53079"|"31.57112"|"2.87010"|"4.17023"||"0,00"||""||""||""|""
"CAM26_MT.C9.001.094"|""|"MATERIALI"|"Impianti antincendio"|"Impianti antincendio"|"Cassetta vuota per 12 ugelli"|"cad"|"23.80930"|"30.64257"|"2.78569"|"4.04758"||"0,00"||""||""||""|""
"CAM26_MT.C9.001.095"|""|"MATERIALI"|"Impianti antincendio"|"Impianti antincendio"|"Cassetta vuota per 24 ugelli"|"cad"|"30.30274"|"38.99963"|"3.54542"|"5.15147"||"0,00"||""||""||""|""
"CAM26_MT.C9.001.096"|""|"MATERIALI"|"Impianti antincendio"|"Impianti antincendio"|"Cassetta vuota per 36 ugelli"|"cad"|"46.89710"|"60.35657"|"5.48696"|"7.97251"||"0,00"||""||""||""|""
"CAM26_MT.E.00.000"|""|"MATERIALI"|"Inerti – opere edili - strutture"|"Inerti – opere edili - strutture"|"Materiali generici"|"cp"|"1.35000"|"1.73745"|"0.15795"|"0.22950"||"0,00"||""||""||""|""
"CAM26_MT.E.01.001"|""|"MATERIALI"|"Inerti – opere edili - strutture"|"Materiali inerti e materiali vari per gli scavi"|"Misto calcareo"|"mc"|"20.40214"|"26.25755"|"2.38705"|"3.46836"||"0,00"||""||""||""|""
"CAM26_MT.E.01.001A"|""|"MATERIALI"|"Inerti – opere edili - strutture"|"Materiali inerti e materiali vari per gli scavi"|"Pietrisco calcareo di pezzatura compresa tra 40 mm e 70 mm"|"mq"|"22.91594"|"29.49282"|"2.68117"|"3.89571"||"0,00"||""||""||""|""
"CAM26_MT.E.01.002"|""|"MATERIALI"|"Inerti – opere edili - strutture"|"Materiali inerti e materiali vari per gli scavi"|"Sabbia di fiume vagliata e lavata"|"mc"|"34.83224"|"44.82909"|"4.07537"|"5.92148"||"0,00"||""||""||""|""
"CAM26_MT.E.01.002A"|""|"MATERIALI"|"Inerti – opere edili - strutture"|"Materiali inerti e materiali vari per gli scavi"|"Sabbia di fiume prevalentemente silicea, granulometria 0 - 2 mm"|"mc"|"58.45649"|"75.23350"|"6.83941"|"9.93760"||"0,00"||""||""||""|""
"CAM26_MT.E.01.002B"|""|"MATERIALI"|"Inerti – opere edili - strutture"|"Materiali inerti e materiali vari per gli scavi"|"Pietrisco calcareo di pezzatura compresa tra 5 mm e 10 mm"|"mq"|"25.66586"|"33.03197"|"3.00291"|"4.36320"||"0,00"||""||""||""|""
"CAM26_MT.E.01.003"|""|"MATERIALI"|"Inerti – opere edili - strutture"|"Materiali inerti e materiali vari per gli scavi"|"Esplosivo gelatinato"|"kg"|"6.17533"|"7.94765"|"0.72251"|"1.04981"||"0,00"||""||""||""|""
"CAM26_MT.E.01.004"|""|"MATERIALI"|"Inerti – opere edili - strutture"|"Materiali inerti e materiali vari per gli scavi"|"Sabbia di cava lavata e vagliata"|"mc"|"34.72113"|"44.68609"|"4.06237"|"5.90259"||"0,00"||""||""||""|""
"CAM26_MT.E.01.005"|""|"MATERIALI"|"Inerti – opere edili - strutture"|"Materiali inerti e materiali vari per gli scavi"|"Sabbia di quarzo per pavimenti industriali"|"kg"|"0.56943"|"0.73285"|"0.06662"|"0.09680"||"0,00"||""||""||""|""
"CAM26_MT.E.01.006"|""|"MATERIALI"|"Inerti – opere edili - strutture"|"Materiali inerti e materiali vari per gli scavi"|"Sabbia o silice micronizzata"|"kg"|"15.87450"|"20.43049"|"1.85732"|"2.69867"||"0,00"||""||""||""|""
"CAM26_MT.E.01.009"|""|"MATERIALI"|"Inerti – opere edili - strutture"|"Materiali inerti e materiali vari per gli scavi"|"Pietrisco calcareo di granulometria inferiore a  10 mm"|"mc"|"22.66595"|"29.17108"|"2.65192"|"3.85321"||"0,00"||""||""||""|""
"CAM26_MT.E.01.010"|""|"MATERIALI"|"Inerti – opere edili - strutture"|"Materiali inerti e materiali vari per gli scavi"|"Breccia vulcanica"|"mc"|"13.88845"|"17.87444"|"1.62495"|"2.36104"||"0,00"||""||""||""|""
"CAM26_MT.E.01.011"|""|"MATERIALI"|"Inerti – opere edili - strutture"|"Materiali inerti e materiali vari per gli scavi"|"Breccia calcarea"|"mc"|"15.77728"|"20.30536"|"1.84594"|"2.68214"||"0,00"||""||""||""|""
"CAM26_MT.E.01.012"|""|"MATERIALI"|"Inerti – opere edili - strutture"|"Materiali inerti e materiali vari per gli scavi"|"Ghiaia di cava lavata e vagliata pezzatura mm 10 - 15"|"mc"|"21.08267"|"27.13339"|"2.46667"|"3.58405"||"0,00"||""||""||""|""
"CAM26_MT.E.01.013"|""|"MATERIALI"|"Inerti – opere edili - strutture"|"Materiali inerti e materiali vari per gli scavi"|"Pozzolana vagliata"|"mc"|"30.38985"|"39.11173"|"3.55561"|"5.16627"||"0,00"||""||""||""|""
"CAM26_MT.E.01.014"|""|"MATERIALI"|"Inerti – opere edili - strutture"|"Materiali inerti e materiali vari per gli scavi"|"Misto frantumato gruppo A1, A2-4, A2-5, A3"|"mc"|"13.86067"|"17.83868"|"1.62170"|"2.35631"||"0,00"||""||""||""|""
"CAM26_MT.E.01.015"|""|"MATERIALI"|"Inerti – opere edili - strutture"|"Materiali inerti e materiali vari per gli scavi"|"Misto frantumato gruppo A2-6, A2-7"|"mc"|"13.02737"|"16.76622"|"1.52420"|"2.21465"||"0,00"||""||""||""|""
"CAM26_MT.E.01.016"|""|"MATERIALI"|"Inerti – opere edili - strutture"|"Materiali inerti e materiali vari per gli scavi"|"Materiale anticapilare per massiciate stradali"|"mc"|"17.16613"|"22.09281"|"2.00844"|"2.91824"||"0,00"||""||""||""|""
"CAM26_MT.E.01.017"|""|"MATERIALI"|"Inerti – opere edili - strutture"|"Materiali inerti e materiali vari per gli scavi"|"Misto granulare stabilizzato"|"mc"|"14.72176"|"18.94691"|"1.72245"|"2.50270"||"0,00"||""||""||""|""
"CAM26_MT.E.01.018"|""|"MATERIALI"|"Inerti – opere edili - strutture"|"Materiali inerti e materiali vari per gli scavi"|"Pietrame di natura calcarea o similare"|"mc"|"30.45737"|"39.19863"|"3.56351"|"5.17775"||"0,00"||""||""||""|""
"CAM26_MT.E.01.019"|""|"MATERIALI"|"Inerti – opere edili - strutture"|"Materiali inerti e materiali vari per gli scavi"|"Pietrisco calcareo di pezzatura compresa tra 40 mm e 70 mm"|"mq"|""|""||""||""||""||""||""|""
"CAM26_MT.E.01.020"|""|"MATERIALI"|"Inerti – opere edili - strutture"|"Materiali inerti e materiali vari per gli scavi"|"Pietrisco calcareo di pezzatura compresa tra 5 mm e 10 mm"|"mq"|"22.91594"|"29.49282"|"2.68117"|"3.89571"||"0,00"||""||""||""|""
"CAM26_MT.E.01.021"|""|"MATERIALI"|"Inerti – opere edili - strutture"|"Materiali inerti e materiali vari per gli scavi"|"Pietrisco calcareo di pezzatura compresa tra 5 mm e 10 mm"|"mq"|"25.66586"|"33.03197"|"3.00291"|"4.36320"||"0,00"||""||""||""|""
"CAM26_MT.E.02.001"|""|"MATERIALI"|"Inerti – opere edili - strutture"|"Materiali per fondazioni profonde"|"Bentonite per palificazioni"|"ql"|"18.08092"|"23.27015"|"2.11547"|"3.07376"||"0,00"||""||""||""|""
"CAM26_MT.E.02.002"|""|"MATERIALI"|"Inerti – opere edili - strutture"|"Materiali per fondazioni profonde"|"Polimeri biodegradabili"|"l"|"11.05718"|"14.23059"|"1.29369"|"1.87972"||"0,00"||""||""||""|""
"CAM26_MT.E.02.003"|""|"MATERIALI"|"Inerti – opere edili - strutture"|"Materiali per fondazioni profonde"|"Tubi in acciaio per micropali"|"kg"|"2.31363"|"2.97765"|"0.27070"|"0.39332"||"0,00"||""||""||""|""
"CAM26_MT.E.02.004"|""|"MATERIALI"|"Inerti – opere edili - strutture"|"Materiali per fondazioni profonde"|"Tubi finestrati per armatura micropali"|"kg"|"3.15495"|"4.06042"|"0.36913"|"0.53634"||"0,00"||""||""||""|""
